timestamp,protocolo,ip_origem,porta_origem,ip_destino,porta_destino,tamanho_pacote,tamanho_payload,ip_ttl,flags_tcp,numero_sequencia_tcp,numero_ack_tcp,tamanho_janela_tcp,auth_header_presente
1779981317.882025,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.883543,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.883649,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.883892,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.883965,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.885694,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.886024,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.886741,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.886806,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.887775,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.887855,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.889553,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.889655,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.890183,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.890483,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.891862,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.891921,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.892992,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.893059,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.894103,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.894182,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.895148,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.895522,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.896082,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.896146,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.897123,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.897219,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.898142,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.898264,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.899216,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.899704,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.900704,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.900833,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.901484,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.90158,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.902704,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.902801,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.903883,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.904173,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.905201,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.905303,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.907147,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.907251,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.907545,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.907648,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.90871,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.909114,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.909784,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.909874,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.910817,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.910939,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.911799,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.911911,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.912797,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.913323,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
